A      000000 
EXCNT  000537 
CURAL  000540 
LCNT   000541 
LBUF   000542 
CURAD  000642 
DCNT   000643 
DBUF   000644 
EBUF   000744 
CURAI  001044 
ICNT   001045 
LRBP   001046 
URBP   001047 
LBBP   001050 
UBBP   001051 
URBP1  001052 
BPMAX  001053 
TEMP1  001054 
TEMP2  001055 
LWH1   001056 
LWH2   001057 
L01    001060 
L001   001061 
RPARB  001062 
IBUF   001063 
CURAK  001163 
KCNT   001164 
KBUF   001165 
CURAT  001265 
TCNT   001266 
TBUF   001267 
CURAP  001273 
AMAD   001274 
MLIST  001275 
LICNT  001305 
SICNT  001306 
COMRT  001307 
COMBG  001310 
DSKEY  001311 
DSKID  001312 
KEYCN  001313 
KEYCT  001314 
PTYPE  001315 
FSYBP  001316 
SYSAD  001317 
TBREL  001320 
PBREL  001321 
PPREL  001322 
RELAD  001323 
PLMAN  001324 
BSBAD  001325 
BSPAD  001326 
LFLAG  001327 
IMAIN  001330 
HDFLG  001331 
CIDNT  001332 
DSKRD  001333 
AEQT   001334 
CEQT   001335 
ASQT   001336 
CSQT   001337 
AINT   001340 
CINT   001341 
DSKIN  001342 
INTCN  001343 
CURIL  001344 
ILIST  001345 
DSKRX  001445 
EDCNT  001446 
DCMND  001447 
MADDR  001450 
TEMPP  001451 
ABCNT  001452 
DSKMN  001453 
BSSDP  001454 
PRENT  001455 
DBLAD  001456 
REKEY  001457 
INSCN  001460 
EXORD  001461 
INSTR  001462 
PAGNO  001463 
OPRND  001464 
PLGTH  001465 
LOWER  001466 
UPPER  001467 
RANAD  001470 
LIBFG  001471 
LDTYP  001472 
DSKA   001473 
DRT2   001474 
DRT3   001475 
SCH1   001476 
SCH2   001477 
SCH3   001500 
SCH4   001501 
ERR09  001502 
ERR10  001503 
ERR11  001504 
ERR12  001505 
ERR21  001506 
ERR24  001507 
ERR25  001510 
ERR26  001511 
ERR27  001512 
ERR28  001513 
ERR29  001514 
ERR30  001515 
ERR31  001516 
ERR32  001517 
ERR33  001520 
ERR34  001521 
ERR35  001522 
ERR36  001523 
ERR37  001524 
ERR39  001525 
MS20   001526 
MS23   001537 
MS02   001552 
MES42  001562 
MES22  001577 
MES25  001603 
MES26  001620 
MES36  001635 
MES41  001651 
MES50  001665 
MES40  001675 
EQTA   001650 
EQT#   001651 
LUMAX  001653 
DRT    001652 
INTBA  001654 
INTLG  001655 
TAT    001656 
KEYWD  001657 
EQT1   001660 
EQT2   001661 
EQT3   001662 
EQT4   001663 
EQT5   001664 
EQT6   001665 
EQT7   001666 
EQT8   001667 
EQT9   001670 
EQT10  001671 
EQT11  001672 
EQT12  001771 
EQT13  001772 
EQT14  001773 
EQT15  001774 
CHAN   001673 
TBG    001674 
SYSTY  001675 
RQCNT  001676 
RQRTN  001677 
RQP1   001700 
RQP2   001701 
RQP3   001702 
RQP4   001703 
RQP5   001704 
RQP6   001705 
RQP7   001706 
RQP8   001707 
DORMT  001710 
SKEDD  001711 
SUSP3  001714 
SUSP4  001715 
SUSP5  001716 
XEQT   001717 
XLINK  001720 
XTEMP  001721 
XPRIO  001726 
XPENT  001727 
XSUSP  001730 
XA     001731 
XB     001732 
XEO    001733 
OPATN  001734 
OPFLG  001735 
SWAP   001736 
DUMMY  001737 
IDSDA  001740 
IDSDP  001741 
BPA1   001742 
BPA2   001743 
BPA3   001744 
LBORG  001745 
RTORG  001746 
RTCOM  001747 
RTDRA  001750 
AVMEM  001751 
BKORG  001752 
BKCOM  001753 
BKDRA  001754 
TATLG  001755 
TATSD  001756 
SECT2  001757 
SECT3  001760 
DSCLB  001761 
DSCLN  001762 
DSCUT  001763 
DSCUN  001764 
LGOTK  001765 
LGOC   001766 
SFCUN  001767 
MPTFL  001770 
FENCE  001775 
BKLWA  001777 
RTGEN  002000 
CHNLD  002003 
SIZED  002013 
STREL  002023 
DFALT  002042 
PROTD  002050 
#SEC1  002060 
AUXDS  002070 
#SEC2  002102 
CHNLT  002112 
DUMY   002122 
FSWAP  002132 
SWPER  002150 
SWAPY  002152 
SWAPN  002153 
SMLWA  002156 
PGMIN  002166 
LIBIN  002175 
PARIN  002204 
DSK5   002221 
DSK6   002222 
INPUT  002275 
IMAGT  002301 
TSTIN  002331 
TSTN4  002335 
LDRIN  002343 
PTDV.  002360 
MTEOT  002370 
TESTR  002374 
PAR.E  002426 
RCERR  002443 
LDRC   002447 
SORT1  002477 
SORT2  002503 
SORT3  002525 
SORT5  002544 
NMERR  002574 
NAM12  000545 
NAM34  000546 
NAM5   000547 
NPROG  000550 
NBP    000551 
NCOM   000552 
NTYP   000553 
NPRIO  000554 
NINT1  000555 
NINT2  000556 
NINT3  000557 
NINT4  000560 
NINT5  000561 
NINT6  000562 
NAMR   002600 
TSTYP  002614 
NAMOK  002632 
NEXTN  002643 
ENTNA  002670 
REPNA  002701 
STPR   002713 
DBLR   002747 
ENTR   002770 
EXTR   002771 
SETNX  003001 
ENTX1  003007 
ENTX6  003044 
ENTX2  003053 
ENTX3  003056 
ENTX4  003104 
NTMAN  003130 
ENTX5  003142 
DWRIT  003153 
LTOD   003162 
GETL   003170 
DDOUT  003212 
REPLY  003230 
DOCON  003243 
INERR  003256 
SINIT  003262 
CODIN  003270 
TYUN   003304 
PTUN   003306 
MTUN   003310 
PT.DV  003315 
STDSK  003317 
LSTEX  003331 
OUTNX  003336 
OUTEX  003351 
EXOUT  003355 
ENDEX  003362 
ERR01  003400 
ERR02  003401 
ERR03  003402 
ERR04  003403 
ERR05  003404 
ERR06  003405 
ERR08  003406 
ERR13  003407 
ERR20  003410 
TYTYP  003411 
PTTYP  003412 
MTTYP  003413 
DFTYP  003414 
MESS1  003415 
MESS2  003425 
MESS3  003435 
MESS4  003443 
MESS5  003451 
MESS6  003457 
MESS7  003465 
MESS8  003470 
MESS9  003471 
MES21  003501 
MES30  003511 
MES31  003517 
MES32  003525 
MES33  003547 
HPDSK  003557 
YCHAR  003575 
NCHAR  003576 
DCHNL  003577 
PGMAD  003600 
LIBAD  003601 
PINAD  003602 
ETFLG  003603 
CNFLG  003604 
RIC    003605 
SYM12  003606 
SYM34  003607 
SYM5   003610 
NXCNT  003611 
AXXB   003612 
ANDBL  003613 
TADBL  003614 
PADBL  003615 
PARAM  004000 
PARST  004011 
PANER  004031 
NXTID  004034 
PATER  004063 
SETYP  004065 
STY    004114 
PAPER  004127 
SETNR  004131 
EXINT  004215 
PAIER  004226 
PARER  004227 
ERPNT  004235 
SETLB  004245 
SETIX  004256 
SETBC  004310 
INLIC  004324 
INSIC  004326 
SETRC  004330 
TRMCN  004345 
TRM2   004370 
TRM3   004373 
IPARS  004374 
CLST3  004375 
CLRT6  004405 
SETLX  004407 
SETUX  004431 
DEMTL  004441 
DEMS   004446 
ENDLB  004454 
READ   004457 
GENIO  004472 
SEQT   004505 
IOERR  004522 
CLDBU  004525 
DVERR  004545 
STYPE  004550 
INDBU  004575 
UNERR  004606 
SETIM  004611 
EQTST  004613 
SEDMA  004621 
SETBU  004626 
GENEQ  004633 
LISCN  004634 
LCSCN  004660 
STCXX  004702 
CLWD1  004743 
CLWD2  004756 
NOCXX  004771 
SSQT   004773 
DEVRE  005006 
NOSUB  005053 
SESQT  005107 
DRERR  005132 
TEMPL  005135 
TEMPH  005136 
SINTT  005137 
CISCN  005161 
CIC0   005201 
SETIN  005220 
CHERR  005235 
NOCIC  005240 
SETCH  005242 
IMNEM  005256 
INTEQ  005261 
EQUER  005300 
TSTIQ  005303 
SEQTI  005312 
INTPR  005314 
PRSCN  005324 
PRERR  005351 
INTEN  005354 
ENSCN  005364 
ENERR  005415 
SETEN  005420 
INTAB  005425 
COMIN  005437 
PFINT  005464 
HLTB4  005473 
FILLI  005474 
STINT  005506 
ABERR  005523 
NOBPO  005526 
ENDIO  005533 
GETAL  005542 
IGNOR  005547 
BLRET  005565 
GETNA  005567 
NEXTC  005603 
OCHAR  005614 
GETOC  005626 
GETNX  005643 
DGERR  005700 
ENDOC  005701 
GINIT  005704 
PTERM  005712 
MES24  005713 
MES51  005714 
MES28  005715 
MES29  005716 
COMMA  005717 
IJSB   005720 
UASCZ  005721 
CHARD  005722 
CHARB  005723 
CHART  005724 
BIT14  005725 
IDEC   005726 
CDEC   005727 
CHR$C  005730 
CHRIC  005731 
CHAVR  005732 
CHREQ  005733 
CHRPR  005734 
CHREN  005735 
CHRAB  005736 
UTCHR  005737 
UGCHR  005740 
USCHR  005741 
TEMPE  005742 
PARNO  005743 
IOADD  005744 
IODMA  005745 
IOBUF  005746 
IOTYP  005747 
ASTYP  005750 
DFLAG  005751 
BFLAG  005752 
TFLAG  005753 
INTCH  005754 
JSCIC  005755 
I.XX   005756 
C.XX   005757 
DRANG  005760 
DIFLG  005761 
CMFLG  005762 
BUFUL  005763 
MS24   005764 
MS51   005771 
MS28   005773 
MS29   006001 
FWENT  006012 
LNKER  006024 
SETFB  006027 
CLLST  006036 
CLRID  006047 
IDCLR  006055 
CLRBP  006061 
SYLD   006126 
SYEND  006141 
NOSID  006217 
LDLB   006253 
LBEND  006265 
COMTS  006274 
COMRZ  006332 
RRLD   006337 
RREND  006356 
STSCN  006364 
RDLD   006422 
RDEND  006465 
BPCHA  006467 
GETAV  006531 
CBPER  006542 
SYMER  006545 
SETAV  006550 
GETBG  006561 
BGERR  006575 
SETBG  006600 
RICLR  006646 
BRLD   006653 
BREND  006670 
BDLD   006704 
BSLD   006744 
BSEND  007011 
BDEND  007033 
LBLST  007060 
TRYSY  007066 
TEST3  007106 
LBOUT  007124 
ENDRL  007145 
GETLB  007153 
MOVEL  007175 
ENDSX  007214 
ENDSZ  007223 
NIDOR  007260 
NKYOR  007270 
SETHD  007533 
INCAD  007543 
ERR14  007551 
ERR23  007552 
MES2   007553 
MES11  007554 
MES12  007563 
MES13  007567 
MES14  007574 
MES15  007606 
MES16  007615 
MES18  007627 
MES19  007641 
MES20  007650 
MES23  007651 
MES27  007652 
MES34  007663 
MES35  007664 
SYMES  007665 
MES38  007675 
ASECT  007721 
JMP3I  007722 
UCHRT  007723 
LIBRA  007724 
EXEC   007730 
$LIBR  007733 
$LIBX  007736 
CHR$S  007741 
CHRTR  007742 
SECTR  007743 
LBPSY  007743 
UBPSY  007744 
DSKBP  007745 
LRMAN  007746 
URMAN  007747 
DSKRR  007750 
LBMAN  007751 
UBMAN  007752 
DSKBG  007753 
SYMAD  007754 
BGBND  007755 
DSKAV  007756 
DSKLC  007757 
DSKLB  007760 
DSKUT  007761 
DSKBS  007762 
DSKBR  007763 
ADICT  007764 
LBCNT  007765 
UTCNT  007766 
KEYAD  007767 
RTCAD  007770 
LBCAD  007771 
SYBAD  007772 
IDSAD  007773 
ABSID  007774 
MAXRP  007775 
MAXRB  007776 
IDMBS  007777 
DISKA  010000 
DKERR  010024 
DISKT  010026 
DISKI  010027 
REPR1  010033 
REPR2  010035 
DISKO  010051 
REPW1  010062 
REPW2  010064 
DISKD  010104 
DSK2   010116 
DSK3   010120 
DSK4   010121 
DMAC   010134 
IDSCN  010135 
NOTST  010156 
MES02  010172 
MES03  010173 
BPOUT  010174 
BPSYO  010205 
CONVD  010222 
NEXTD  010241 
GETD   010253 
INCRA  010255 
CLIST  010267 
LINKA  010301 
LINKB  010302 
LINKD  010303 
BLN3   010304 
CROSA  010305 
BLNKS  010306 
BLAST  010307 
LPAR   010310 
LWH3   010311 
LWH4   010312 
LOAD   010313 
LOADS  010327 
LOADN  010332 
LOADX  010350 
LH16   010357 
LH7    010416 
CLPLT  010434 
SETMP  010436 
SUBHD  010453 
LH1    010473 
DBINT  010476 
RSS    010507 
CLSRC  010521 
CLST   010556 
LSTCR  010564 
PLSCN  010610 
EPLST  010615 
CLFLG  010617 
ENTID  010624 
DENTR  010636 
DEXTR  010637 
NXSYM  010647 
ENEX1  010661 
NLENT  010747 
EXT1   010751 
LIBUT  011017 
PLEXT  011020 
CALER  011030 
SEXT   011033 
EXEND  011044 
DDBLR  011047 
HABSS  011076 
DBL0   011101 
DBL1   011102 
DBL2   011107 
DBL3   011122 
DBL4   011145 
DBL5   011151 
DBL6   011166 
LINKC  011214 
DBL7   011224 
DBL8   011227 
ZLOAD  011231 
CLID3  011241 
TRID3  011247 
CLSUT  011272 
BPSCN  011302 
SCNBP  011317 
BPSRC  011323 
SETOP  011340 
ALLOC  011346 
DBSET  011373 
DBIN   011401 
DBIN1  011416 
DBINS  011430 
MOVER  011431 
MOVED  011436 
RECOR  011446 
ORREC  011453 
GENID  011463 
GETIT  011503 
NOTPN  011525 
STKEY  011530 
KYOUT  011575 
BLOUT  011726 
ZOUT   011737 
OUTID  011746 
OUTD1  011764 
DTSET  011777 
LABDO  012004 
TSTAB  012027 
CLOUT  012035 
ULPAR  012041 
TSTEL  012042 
NOVER  012053 
REMDO  012060 
DBOUT  012066 
REDOR  012103 
REDR1  012110 
REDR2  012120 
REDR3  012121 
SCHF   012122 
SCHF3  012133 
SCHF1  012136 
SCHF2  012142 
SCHF5  012170 
SCHF4  012200 
SCHF8  012205 
CLRLT  012220 
CLRNX  012226 
CLBPS  012243 
AXX    012261 
PLIST  012261 
BSBSO  014000 
RLOAD  014000 
RT/TS  014002 
DMS    014003 
BSLD0  014005 
BSLD1  014012 
DSK7   014016 
DSK8   014031 
TSTAT  014034 
DSK9   014035 
BSLD2  014043 
CORAD  014046 
LINKG  014047 
BSB32  014050 
.N64   014051 
START  015600 
PLOAD  015606 
SLOAD  015622 
DSKAG  015633 
DSKB   015635 
DSKC   015636 
M.177  015654 
#SECT  015655 
#MASK  015656 
N.64   015657 
P.64   015660 
RECNT  015661 
SPCAD  015662 
ASPBF  015663 
ALINK  016000 
LH2    016014 
LH10   016061 
LH3    016071 
DLINK  016077 
LH4    016107 
DLIN1  016130 
CROSS  016143 
BLIN2  016154 
BLIN3  016156 
LH11   016174 
BLINK  016202 
BLIN0  016217 
BLIN1  016222 
CLINK  016231 
LOADA  016232 
LOADY  016233 
BPSCM  016234 
CPLSA  016235 
CPLOC  016236 
CPBAS  016237 
CPADD  016240 
CPMAX  016241 
LST    016242 
END    016247 
                ASMB,A,B,L,C     FH-RTGEN 
ERROR: No instruction on line
                      HED FH-RTGEN  REAL TIME SYSTEM GENERATOR
**************************************************
***** AMD ***** MARCH,72 ***** REV.LWH *****
* 
* THIS GENERATOR WILL, WITH SW REG 14 ON, CREATE
*  CURRENT PAGE LINKS WHEN POSSIBLE TO SAVE BASE PAGE 
* 
**************************************************
  00100               ORG 100B
  00000         A     EQU 0 
  00001         B     EQU 1 
                      SUP 
***************** - HIGH CORE - ******************
*                                                *
*             SIO DRIVERS (TTY, PT, HSP)         *
*                                                *
**************************************************
*                    - IDENTS -                  *
*                    ----------                  *
*                                                *
*                                                *
*                     -------                    *
*                     - LST -                    *
**************************************************
*                                                *
*           LOAD, LINKAGE SUBROUTINES            *
*                                                *
*                   DISK DRIVERS                 *
*                                                *
****************** - 10000 - *********************
*                                                *
*                                                *
*           PROGRAM LOADING CONTROL              *
*                                                *
*                                                *
****************** - 6000 - **********************
*                                                *
*               I/O TABLE GENERATION             *
*                                                *
*                  PARAMETER INPUT               *
*                                                *
****************** - 4000 - **********************
*                                                *
*                                                *
*          RELOCATABLE PROGRAM INPUT             *
*                                                *
*                INITIALIZATION                  *
*                                                *
*                                                *
****************** - 2200 - **********************
*                                                *
*                                                *
*                    DATA AREAS                  *
*                                                *
*                                                *
**************************************************
                      SKP 
* 
* 
*  IDENT FORMAT 
* 
*  WORD 1: ID1 - NAME 1,2 
*  WORD 2: ID2 - NAME 3,4 
*  WORD 3: ID3 - NAME 5, USAGE FLAG 
*  WORD 4: ID4 - COMMON LENGTH
*  WORD 5: ID5 - CURRENT DISK ADDRESS 
*  WORD 6 (15): ID6 - M/S 
*  WORD 6 (08-14): ID6 - PRIORITY 
*  WORD 6 (00-06): ID6 - TYPE 
*  WORD 7: ID7 - EXECUTION INTERVAL (1) 
*  WORD 8: ID8 - EXECUTION INTERVAL (2) 
*  WORD 9: ID9 - EXECUTION INTERVAL (3) 
*  WORD 10: ID10 - DISK LENGTH, BG MAIN ADDRESS (BS ONLY) 
* 
* 
*  LST FORMAT 
* 
*  WORD 1: LST1 - NAME 1,2
*  WORD 2: LST2 - NAME 3,4
*  WORD 3: LST3 - NAME 5, ORDINAL 
*  WORD 4: LST4 - IDENT ADDRESS 
*  WORD 5: LST5 - BP LINK ADDRESS 
* 
* 
*  PROGRAM TYPES
* 
*  0: SYSTEM
*  1: RT RESIDENT 
*  2: RT DISK RESIDENT
*  3: BG DISK RESIDENT
*  4: BG RESIDENT 
*  5: BG SEGMENT
*  6: LIBRARY 
*  7: UTILITY 
*  8-99: UNUSED 
                      SKP 
* 
*  ERROR CODES
* 
*  1: INVALID TTY REPLY TO INITIALIZATION PARAMETERS
*  2: CHECKSUM ERROR
*  3: RECORD OUT OF SEQUENCE
*  4: INVALID RECORD TYPE 
*  5: DUPLICATE ENTRY POINTS
*  6: INVALID BP CODE IN PROGRAM
*  7: LST/IDENT OVERFLOW
*  8: DUPLICATE PROGRAM NAMES 
*  9: PARAMETER NAME ERROR
*  10: PARAMETER TYPE ERROR 
*  11: PARAMETER PRIORITY ERROR 
*  12: PARAMETER EXECUTION INTERVAL ERROR 
*  13: BG SEGMENT PRECEDES BG DISC RESIDENT 
*  14: SYS AV MEM OR BG BOUNDARY ERRORS 
*  15: ILLEGAL CALL BY A TYPE 6 PROGRAM (MAY CALL TYPE 0 AND 6 ONLY)
*  16: BP LINKAGE AREA OVERFLOW 
*  17: DISK OVERFLOW (NEXT DISK ADDR EXCEEDS LAST AVAIL DISK ADDR)
*  18: MEMORY OVERFLOW
*  19: DBL RECORD ORDER/ PROGRAM OVERLAY
*  20: DBL LIST OVERFLOW (MORE THAN 675 DBL RECORDS)
*  21: '$CIC' NOT FOUND IN LOADER SYMBOL TABLE
*  22: DISK READ PARITY/DECODE ERROR
*  23: INVALID FWA BP LINKAGE REPLY 
*  24: INVALID CHANNEL NO. IN EQT RECORD
*  25: INVALID DRIVER NAME IN EQT RECORD
*  26: INVALID D, B, U, OPERANDS IN EQT RECORD
*  27: INVALID DEVICE REFERENCE NO. 
*  28: INVALID INTERRUPT REC CHANNEL NO.
*  29: INVALID INTERRUPT REC CHANNEL NO. ORDER
*  30: INVALID INT RECORD MNEMONIC
*  31: INVALID EQT NO. IN INT RECORD
*  32: INVALID PROGRAM NAME IN INT RECORD 
*  33: INVALID ENTRY POINT IN INT RECORD
*  34: INVALID ABSOLUTE VALUE IN INT RECORD 
*  35: BP INTERRUPT LOCATION OVERFLOW 
*  36: INVALID TERMINATING OPERAND IN INT RECORD
*  37: INVALID COMMON LENGTH IN SYSTEM, LIBRARY, OR UTILITY 
*  38: ABSOLUTE SYSTEM HAS OVERLAYED A RELOCATABLE PROGRAM
*  39: ILLEGAL CALL BY A SYSTEM PROGRAM OF A TYPE SIX PROGRAM 
                      SKP 
*     RESTARTS AND INITAL STARTS COME TO THIS ROUTINE WHICH 
*     CHECKS THE SWITCH REG. AND INSURES THAT IT IS CLEARED.
                      SPC 2 
  00010               ORG 10B 
  00010 002400  BEGIN CLA           ATTEMT TO CLEAR THE SWITCH REG. 
  00011 102601        OTA 1         SEND ZERO 
  00012 102501        LIA 1         GET THE SWITCH REG
  00013 002003        SZA,RSS       IF ZERO THEN
  00014 124112        JMP TRANS,I   START THE GENERATER 
  00015 014313        JSB SPACE       PUT THE WORD ON A NEW LINE
  00016 060222        LDA P18       ELSE ASK FOR HELP 
  00017 064023        LDB MES01     CLEAR SR  PUSH RUN
  00020 114102        JSB DRKEY,I   TO THE TTY
  00021 102001        HLT 1 
  00022 024010        JMP BEGIN     TEST AGAIN
                      SPC 1 
  00023 000024  MES01 DEF *+1 
  00024 041514        ASC 9,CLEAR SR  PUSH RUN
  00025 042501  
  00026 051040  
  00027 051522  
  00030 020040  
  00031 050125  
  00032 051510  
  00033 020122  
  00034 052516  
  00035 041510  MS2   ASC 9,CHANGE BP LINKAGE?
  00036 040516  
  00037 043505  
  00040 020102  
  00041 050040  
  00042 046111  
  00043 047113  
  00044 040507  
  00045 042477  
                      SKP 
  00100               ORG 100B
  00100 024010        JMP BEGIN     GO TEST THE SR
  00101         DRPTR BSS 1         PT READER DRIVER ADDRESS
  00102         DRKEY BSS 1         KEYBOARD OUPUT DRIVER ADDRESS 
  00103         DRHSP BSS 1         HS PUNCH DRIVER ADDRESS 
  00104         DRTTY BSS 1         TELETYPE INPUT DRIVER ADDRESS 
  00105 016247  FWAM  DEF END 
  00106         LWAM  BSS 1         END AVAIL. MEM - SET BY DRIVERS 
  00107 000000  DRMAG OCT 000000    (TEMP MAG TAPE DRIVER ADDR) 
  01650         .     EQU 1650B     DEFINE ORGIN OF SYS COMM AREA 
  00110 001650  LWSBP ABS .         LAST WORD +1 OF LINKAGE AREA
  00111 176130  EOBP  ABS -.        NEGATIVE OF ABOVE 
* 
  00112 002000  TRANS DEF RTGEN     TRANSFER ADDR TO RTGEN
  00113 002275  AINPT DEF INPUT     ADDRESS OF PROGRAM INPUT CODE 
  00114 004374  IPARM DEF IPARS     ADDR OF PARAMETER INITIALIZATION
  00115 004000  APARS DEF PARAM     ADDRESS OF PARAMETER INPUT CODE 
  00116 004472  AGNIO DEF GENIO     ADDR OF I/O GENERATOR CODE
  00117 005542  AGETA DEF GETAL     ADDR OF GETAL SUB.
  00120 005567  AGETN DEF GETNA     ADDRESS OF GETNA SUB. 
  00121 005626  AGETO DEF GETOC     ADDRESS OF GETOC SUB. 
  00122 005704  AGINI DEF GINIT     ADDR OF GINIT SUB.
  00123 006012  AFWAP DEF FWENT     ADDR OF FWA BP LINKAGE CODE 
  00124 010000  INDAD DEF DISKA     ADDRESS OF DISK ADDRESS MODIFIER
  00125 010027  ADIN  DEF DISKI     DISK INPUT DRIVER ADDRESS 
  00126 010051  ADOUT DEF DISKO     DISK OUTPUT DRIVER ADDRESS
  00127 010313  ALOAD DEF LOAD      ADDRESS OF MAIN LOAD BEGIN
  00130 010327  ALODS DEF LOADS     ADDRESS OF SUB-LOAD BEGIN 
  00131 010174  ABPOT DEF BPOUT     ADDR OF BP OUTPUT CODE
  00132 012220  ACLRT DEF CLRLT     ADDR OF LOCAL LST CLEARING CODE 
  00133 011241  ACLID DEF CLID3      CLEAR PROGRAM-LOADED FLAGS 
  00134 010135  AIDSN DEF IDSCN     ADDR OF SCAN IDENT CODE 
  00135 012004  ALABD DEF LABDO     ADDR OF ABSOLUTE OUTPUT SECTION 
  00136 012060  AREMD DEF REMDO     ADDRESS OF REMAINING OUTPUT DRIVER
  00137 010222  ACONV DEF CONVD     ADDRESS OF DECIMAL/ASCII CONVERTER
  00140 011446  ARECO DEF RECOR     ADDRESS OF RECORD OR-ING CODE 
  00141 012103  AREDO DEF REDOR     ADDRESS OF SPECIAL OR-ING CODE
  00142 011431  AMOVE DEF MOVER     ADDRESS OF MOVE-DBUF CODE 
  00143 011463  AGEND DEF GENID     ADDR OF ID SEGMENT GENERATOR
  00144 011746  AOUTD DEF OUTID     ADDR OF ID SEG OUTPUT CONTROL 
  00145 011737  AZOUT DEF ZOUT      ADDR OF ZERO OUTPUT TO ID SEG 
  00146 011777  ADSET DEF DTSET     ADDR OF DISK TACK TABLE CODE
  00147 010156  ANOTS DEF NOTST     ADDR OF PROGRAMS-LOADED TEST
  00150 014000  BLODR DEF RLOAD     ADDRESS OF 0,0 LOADER 
  00151 014003  ABASC DEF DMS       CORE ADDR FOR DOS LOADER      $$
  00152 014002  ARTEX DEF RT/TS     CORE ADDR FOR RT OR TS LOADER $$
  00153 015600  ABOOT DEF START     ADDRESS OF BOOTSTRAP LOADER 
  00154 015663  ASBUF DEF ASPBF     ADDRESS OF 9-WORD BUFFER IN BOOT
  00155 015655  A#SCT DEF #SECT     DEFINE # SECTORS - 1 FOR SYS  $$
  00156 015656  A#MSK DEF #MASK     INCREMENT TRACK # VALUE       $$
  00157 004457  AREAD DEF READ
  00160 004441  DEMOT DEF DEMTL     ADDRESS OF ROUTINE TO DEMOTE TYPE 6 TO TYPE 7 
